M,Ri_x,Ri_y,Ri_z,Ri_kx,Ri_ky,Ri_kz,Ri_ex,Ri_ey,Ri_ez,Ri_distance,Ri_amp,Ri_status,Ri_ray_index,Ro_x,Ro_y,Ro_z,Ro_kx,Ro_ky,Ro_kz,Ro_ex,Ro_ey,Ro_ez,Ro_distance,Ro_amp,Ro_status,Ro_ray_index
C:\Users\User\PycharmProjects\mirrornet\Mirrors\parabolic.pt,38.75,-1.0,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,53.0,0.0,-6.903780302991436e-08,20.000012187337784,-0.999174069883115,0.025785135507156966,0.03140549092260003,-0.03205011926613133,-0.024979350036354465,-0.999174069883115,79.99998779057012,1.0,0.0,53.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\parabolic.pt,38.75,-0.75,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,54.0,0.0,-9.030147218869189e-08,19.9999877732455,-0.9993149857563377,0.01934157804071326,0.0315509524690718,-0.031913607013870915,-0.018737153737289555,-0.9993149857563377,80.0000122046624,1.0,0.0,54.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\parabolic.pt,38.75,-0.5,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,55.0,0.0,-8.58831443184549e-08,20.0000030314171,-0.999415664273721,0.012895683775584536,0.031654878680506426,-0.03181607470010184,-0.012492693664497272,-0.999415664273721,79.99999694649078,1.0,0.0,55.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\parabolic.pt,38.75,-0.25,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,56.0,0.0,-5.57826063118938e-08,20.00000074187512,-0.9994760811130233,0.006448231342577421,0.03171724445007418,-0.031757545886994976,-0.006246724116571964,-0.9994760811130233,79.99999923603275,1.0,0.0,56.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\parabolic.pt,38.75,0.0,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,57.0,0.0,-1.324735525160497e-16,19.999980905101125,-0.9994962216799887,-3.4169500699952835e-18,0.03173803471273651,-0.031738034712736285,3.3101703821361497e-18,-0.9994962216799887,80.00001907280674,1.0,0.0,57.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\parabolic.pt,38.75,0.25,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,58.0,0.0,5.578260600658247e-08,20.00000074187512,-0.9994760811130233,-0.006448231342577429,0.03171724445007418,-0.031757545886994976,0.006246724116571971,-0.9994760811130233,79.99999923603275,1.0,0.0,58.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\parabolic.pt,38.75,0.5,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,59.0,0.0,8.58831442074326e-08,20.0000030314171,-0.999415664273721,-0.012895683775584539,0.031654878680506426,-0.03181607470010184,0.012492693664497276,-0.999415664273721,79.99999694649078,1.0,0.0,59.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\parabolic.pt,38.75,0.75,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,60.0,0.0,9.030147207766959e-08,19.9999877732455,-0.9993149857563377,-0.019341578040713264,0.0315509524690718,-0.031913607013870915,0.01873715373728956,-0.9993149857563377,80.0000122046624,1.0,0.0,60.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\parabolic.pt,38.75,1.0,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,61.0,0.0,6.903780291889206e-08,20.000012187337784,-0.999174069883115,-0.02578513550715697,0.03140549092260003,-0.03205011926613133,0.02497935003635447,-0.999174069883115,79.99998779057012,1.0,0.0,61.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\parabolic.pt,38.75,1.25,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,62.0,0.0,2.2091994233974788e-08,20.000019052753434,-0.998992950689587,-0.03222557848496096,0.031218529174545928,-0.03222557848495888,0.031218529174547986,-0.998992950689587,79.99998092515449,1.0,0.0,62.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\parabolic.pt,38.75,1.5,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,63.0,0.0,-5.0535811535468156e-08,20.00000836901088,-0.9987716719040335,-0.038662130537542895,0.030990112363778355,-0.0324399423085826,0.037453938978930554,-0.9987716719040335,79.99999160889706,1.0,0.0,63.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\parabolic.pt,38.75,1.75,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,64.0,0.0,-1.4884582610896757e-07,19.999980135628604,-0.9985102869210979,-0.04509401679318736,0.03072029560734868,-0.032693159010941164,0.04368482879252746,-0.9985102869210979,80.00001984227933,1.0,0.0,64.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\parabolic.pt,39.0,-2.0,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,65.0,0.0,2.704304353784437e-07,19.999980844396756,-0.9983999996964805,0.05120000690745404,0.02399999789051077,-0.0265599985865298,-0.04992000682242933,-0.9983999996964805,80.00001908536156,1.0,0.0,65.0
