M,Ri_x,Ri_y,Ri_z,Ri_kx,Ri_ky,Ri_kz,Ri_ex,Ri_ey,Ri_ez,Ri_distance,Ri_amp,Ri_status,Ri_ray_index,Ro_x,Ro_y,Ro_z,Ro_kx,Ro_ky,Ro_kz,Ro_ex,Ro_ey,Ro_ez,Ro_distance,Ro_amp,Ro_status,Ro_ray_index
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.25,-0.25,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,-0.040307165315651206,19.973777184487215,-0.9989960777361563,0.005476661944550083,0.044461700841524454,-0.04449041786009045,-0.005238261773777131,-0.9989960777361563,80.01703053491971,1.0,0.0,24.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.25,0.0,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,-0.13578244522662658,19.973211407673233,-0.9990051686753938,-0.0035463363293276734,0.044453306496680334,-0.044465347725600846,0.0033920217407736545,-0.9990051686753938,80.01691099226309,1.0,0.0,25.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.25,0.25,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,-0.22578056880197334,19.973586596220006,-0.9989360819649585,-0.012425473915662814,0.04441071657234241,-0.044558543858656874,0.011884456979344154,-0.9989360819649585,80.0176707325882,1.0,0.0,26.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.25,0.5,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,-0.2880582408445519,19.974960119831636,-0.9988047073071626,-0.020578203414058565,0.044336150095637405,-0.04474163491555061,0.019681025535699188,-0.9988047073071626,80.01870175312305,1.0,0.0,27.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.25,0.75,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,0.0,-0.32262014223096536,19.976922579991907,-0.9986288618419875,-0.028003906714376463,0.04422869549183672,-0.04497969840398863,0.026781019914545703,-0.9986288618419875,80.01966587118659,1.0,0.0,28.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.25,1.0,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,-0.32944645950114926,19.97935034806943,-0.9984248620267101,-0.034702023474492374,0.04408587589830271,-0.045239258451426734,0.03318439967378935,-0.9984248620267101,80.01993880428913,1.0,0.0,29.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.25,1.25,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0,-0.3084980633477503,19.981776378486114,-0.9982075218193313,-0.04067201279933555,0.04390365313001032,-0.0454882942223076,0.03889162470319715,-0.9982075218193313,80.01923930154783,1.0,0.0,30.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.25,1.5,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,31.0,0.0,-0.25972170117956406,19.983790924083966,-0.9979901479851326,-0.04591333126726386,0.04367642998867538,-0.045696245639854194,0.043903503949403413,-0.9979901479851326,80.01722865277617,1.0,0.0,31.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.25,1.75,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,-0.1830552130725629,19.9849844591517,-0.997784531962915,-0.05042542721657725,0.04339705134651983,-0.04583401789409902,0.04822105949925003,-0.997784531962915,80.01356826995368,1.0,0.0,32.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.5,-2.0,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,33.0,0.0,0.15173996223821895,19.966165416486138,-0.9977842970680509,0.055765515472599884,0.036286413552332863,-0.03928731434120292,-0.053693607219772406,-0.9977842970680509,80.01945776780391,1.0,0.0,33.0
