 (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.095945720637359684e-06-7.402800220562345530e-08j), (1.094193865152698147e-06-7.518916226069151994e-08j), (1.088945959117010639e-06-7.866756496841772511e-08j), (1.080224950288126228e-06-8.444800015879725318e-08j), (1.068068973418702138e-06-9.250519145950250775e-08j), (1.052531183502651181e-06-1.028039068230274000e-07j), (1.033679523341878901e-06-1.152991125874673122e-07j), (1.011596426449698406e-06-1.299361703972636809e-07j), (9.863784565900496954e-07-1.466510761228314424e-07j), (9.581358855287311251e-07-1.653707397343323137e-07j), (9.269922108430229750e-07-1.860133049057786563e-07j), (8.930836158982055277e-07-2.084885069519193328e-07j), (8.565583743523530729e-07-2.326980675327418372e-07j), (8.175762017933522105e-07-2.585361243996476208e-07j), (7.763075573432752161e-07-2.858896943041294853e-07j), (7.329328982840096342e-07-3.146391670447704686e-07j), (6.876418909634795516e-07-3.446588284922210109e-07j), (6.406325814329646815e-07-3.758174103051005409e-07j), (5.921105294421086212e-07-4.079786639330545942e-07j), (5.422879095784349409e-07-4.410019563969989357e-07j), (4.913825834818629581e-07-4.747428852413538438e-07j), (4.396171471911863896e-07-5.090539099692421338e-07j), (3.872179577882331870e-07-5.437849971995423120e-07j), (3.344141435959413941e-07-5.787842767246886715e-07j), (2.814366022585006578e-07-6.138987056004488702e-07j), (2.285169910847039841e-07-6.489747373637782028e-07j), (1.758867140694784202e-07-6.838589934524352741e-07j), (1.237759100230926068e-07-7.183989338904087846e-07j), (7.241244623269620643e-08-7.524435243064215850e-07j), (2.202092205665077193e-08-7.858438963688065616e-07j), (-2.717831319131782708e-08-8.184539987488435882e-07j), (-7.497012377360303751e-08-8.501312357660593865e-07j), (-1.211455282625594350e-07-8.807370909228560174e-07j), (-1.655026133631141526e-07-9.101377326019119363e-07j), (-2.078474168282300287e-07-9.382045992777915792e-07j), (-2.479947756064619278e-07-9.648149616837862112e-07j), (-2.857691355128687446e-07-9.898524594757695780e-07j), (-3.210053188827948870e-07-1.013207610046377136e-06j), (-3.535492468517724181e-07-1.034778287264591214e-06j), (-3.832586131031895274e-07-1.054470168047326079e-06j), (-4.100035061376073360e-07-1.072197144810273089e-06j), (-4.336669773426914622e-07-1.087881701994456491e-06j), (-4.541455523797376139e-07-1.101455255022049919e-06j), (-4.713496836506275105e-07-1.112858450199285481e-06j), (-4.852041418666901635e-07-1.122041424255054046e-06j), (-4.956483450072413904e-07-1.128964022380303232e-06j), (-5.026366232293447966e-07-1.133595973814799892e-06j), (-5.061384185704156340e-07-1.135917024213463871e-06j), (-5.061384185704156340e-07-1.135917024213463871e-06j), (-5.026366232293447966e-07-1.133595973814799892e-06j), (-4.956483450072413904e-07-1.128964022380303232e-06j), (-4.852041418666901635e-07-1.122041424255054046e-06j), (-4.713496836506272987e-07-1.112858450199285481e-06j), (-4.541455523797377198e-07-1.101455255022049919e-06j), (-4.336669773426913563e-07-1.087881701994456491e-06j), (-4.100035061376072831e-07-1.072197144810273089e-06j), (-3.832586131031894215e-07-1.054470168047326079e-06j), (-3.535492468517723123e-07-1.034778287264591214e-06j), (-3.210053188827950458e-07-1.013207610046377348e-06j), (-2.857691355128689563e-07-9.898524594757697898e-07j), (-2.479947756064620337e-07-9.648149616837862112e-07j), (-2.078474168282296581e-07-9.382045992777912616e-07j), (-1.655026133631136497e-07-9.101377326019116186e-07j), (-1.211455282625596467e-07-8.807370909228561233e-07j), (-7.497012377360287869e-08-8.501312357660591747e-07j), (-2.717831319131750944e-08-8.184539987488434824e-07j), (2.202092205665053370e-08-7.858438963688067734e-07j), (7.241244623269620643e-08-7.524435243064215850e-07j), (1.237759100230928185e-07-7.183989338904087846e-07j), (1.758867140694787379e-07-6.838589934524349564e-07j), (2.285169910847037459e-07-6.489747373637784146e-07j), (2.814366022585004460e-07-6.138987056004489761e-07j), (3.344141435959418705e-07-5.787842767246883538e-07j), (3.872179577882331341e-07-5.437849971995423120e-07j), (4.396171471911864955e-07-5.090539099692420279e-07j), (4.913825834818627463e-07-4.747428852413538438e-07j), (5.422879095784355762e-07-4.410019563969985122e-07j), (5.921105294421084094e-07-4.079786639330547001e-07j), (6.406325814329646815e-07-3.758174103051005938e-07j), (6.876418909634796575e-07-3.446588284922209050e-07j), (7.329328982840099518e-07-3.146391670447702039e-07j), (7.763075573432751102e-07-2.858896943041295912e-07j), (8.175762017933522105e-07-2.585361243996476208e-07j), (8.565583743523536023e-07-2.326980675327415195e-07j), (8.930836158982053160e-07-2.084885069519195446e-07j), (9.269922108430231868e-07-1.860133049057785769e-07j), (9.581358855287309133e-07-1.653707397343324460e-07j), (9.863784565900501189e-07-1.466510761228312042e-07j), (1.011596426449697982e-06-1.299361703972638397e-07j), (1.033679523341879113e-06-1.152991125874672328e-07j), (1.052531183502651392e-06-1.028039068230274000e-07j), (1.068068973418702138e-06-9.250519145950250775e-08j), (1.080224950288126228e-06-8.444800015879725318e-08j), (1.088945959117010639e-06-7.866756496841761923e-08j), (1.094193865152698147e-06-7.518916226069151994e-08j), (1.095945720637359684e-06-7.402800220562345530e-08j)
 (2.175607029613980256e-06-1.510603207829371437e-07j), (2.172137320631599209e-06-1.533727831190951485e-07j), (2.161743365839011609e-06-1.603000583181500994e-07j), (2.144470615355912437e-06-1.718118551682154563e-07j), (2.120394598525328299e-06-1.878578355106994283e-07j), (2.089620593643017360e-06-2.083678343562642117e-07j), (2.052283167602266530e-06-2.332521666984719145e-07j), (2.008545587467109662e-06-2.624020196834985582e-07j), (1.958599106546994516e-06-2.956899284210579337e-07j), (1.902662128094724815e-06-3.329703333559344015e-07j), (1.840979250284604490e-06-3.740802167628828855e-07j), (1.773820196646856887e-06-4.188398155816625286e-07j), (1.701478636635255376e-06-4.670534074751613570e-07j), (1.624270901485320932e-06-5.185101666733777684e-07j), (1.542534600978317753e-06-5.729850858608691867e-07j), (1.456627147159578534e-06-6.302399600764936641e-07j), (1.366924191466570916e-06-6.900244283230962206e-07j), (1.273817982100740374e-06-7.520770683324480443e-07j), (1.177715648825927615e-06-8.161265396983099841e-07j), (1.079037422693500362e-06-8.818927703789898645e-07j), (9.782147984788915801e-07-9.490881813811190365e-07j), (8.756886478647299442e-07-1.017418944269420741e-06j), (7.719072916211478435e-07-1.086586266003697138e-06j), (6.673245392131249479e-07-1.156287695484767533e-06j), (5.623977044071617922e-07-1.226218446096172338e-06j), (4.575856055545389199e-07-1.296072728458496533e-06j), (3.533465592954053700e-07-1.365545087568521805e-06j), (2.501363764567244778e-07-1.434331738476237192e-06j), (1.484063689075040558e-07-1.502131894659129547e-06j), (4.860137608682284941e-08-1.568649083285117606e-06j), (-4.884218016585198857e-08-1.633592441612809616e-06j), (-1.434982039723271468e-07-1.696677988860267391e-06j), (-2.349527886245432512e-07-1.757629867980710566e-06j), (-3.228060264932975895e-07-1.816181551915191746e-06j), (-4.066737577225518185e-07-1.872077009047612538e-06j), (-4.861892500627399095e-07-1.925071822765835585e-06j), (-5.610048024975862851e-07-1.974934260233342448e-06j), (-6.307932656521786137e-07-2.021446285697962675e-06j), (-6.952494723339480589e-07-2.064404513906747336e-06j), (-7.540915719511530223e-07-2.103621099457923854e-06j), (-8.070622629738081319e-07-2.138924558201049525e-06j), (-8.539299180478039895e-07-2.170160517093566033e-06j), (-8.944895968423927170e-07-2.197192389234837483e-06j), (-9.285639422021121765e-07-2.219901971125913323e-06j), (-9.560039556844960970e-07-2.238189959543353970e-06j), (-9.766896490923565981e-07-2.251976385766961217e-06j), (-9.905305691516368067e-07-2.261200965262644223e-06j), (-9.974661930405689127e-07-2.265823361291346629e-06j), (-9.974661930405689127e-07-2.265823361291346629e-06j), (-9.905305691516368067e-07-2.261200965262644223e-06j), (-9.766896490923561746e-07-2.251976385766961217e-06j), (-9.560039556844960970e-07-2.238189959543354394e-06j), (-9.285639422021119648e-07-2.219901971125913323e-06j), (-8.944895968423931405e-07-2.197192389234837483e-06j), (-8.539299180478036719e-07-2.170160517093566033e-06j), (-8.070622629738081319e-07-2.138924558201049102e-06j), (-7.540915719511528105e-07-2.103621099457923854e-06j), (-6.952494723339476354e-07-2.064404513906747336e-06j), (-6.307932656521789314e-07-2.021446285697963522e-06j), (-5.610048024975868145e-07-1.974934260233342448e-06j), (-4.861892500627402271e-07-1.925071822765836009e-06j), (-4.066737577225510773e-07-1.872077009047612326e-06j), (-3.228060264932966895e-07-1.816181551915191110e-06j), (-2.349527886245437276e-07-1.757629867980710777e-06j), (-1.434982039723268292e-07-1.696677988860267391e-06j), (-4.884218016585135329e-08-1.633592441612808981e-06j), (4.860137608682247883e-08-1.568649083285117818e-06j), (1.484063689075040558e-07-1.502131894659129547e-06j), (2.501363764567247954e-07-1.434331738476236768e-06j), (3.533465592954060053e-07-1.365545087568521382e-06j), (4.575856055545384964e-07-1.296072728458496745e-06j), (5.623977044071614745e-07-1.226218446096172762e-06j), (6.673245392131259008e-07-1.156287695484766898e-06j), (7.719072916211478435e-07-1.086586266003697350e-06j), (8.756886478647303678e-07-1.017418944269420529e-06j), (9.782147984788913684e-07-9.490881813811192483e-07j), (1.079037422693501633e-06-8.818927703789890175e-07j), (1.177715648825927192e-06-8.161265396983100900e-07j), (1.273817982100740374e-06-7.520770683324481501e-07j), (1.366924191466571340e-06-6.900244283230961147e-07j), (1.456627147159579169e-06-6.302399600764932405e-07j), (1.542534600978317542e-06-5.729850858608692926e-07j), (1.624270901485320932e-06-5.185101666733777684e-07j), (1.701478636635256435e-06-4.670534074751608276e-07j), (1.773820196646856464e-06-4.188398155816628992e-07j), (1.840979250284604914e-06-3.740802167628825678e-07j), (1.902662128094724391e-06-3.329703333559345603e-07j), (1.958599106546994940e-06-2.956899284210574572e-07j), (2.008545587467108815e-06-2.624020196834989287e-07j), (2.052283167602266953e-06-2.332521666984717557e-07j), (2.089620593643017360e-06-2.083678343562641058e-07j), (2.120394598525328299e-06-1.878578355106994283e-07j), (2.144470615355912437e-06-1.718118551682154563e-07j), (2.161743365839011609e-06-1.603000583181499406e-07j), (2.172137320631599209e-06-1.533727831190950426e-07j), (2.175607029613980256e-06-1.510603207829371437e-07j)
 (3.223042902573866813e-06-2.340225801691302605e-07j), (3.217922597277338759e-06-2.374668094658406323e-07j), (3.202584071180016920e-06-2.477844366175978315e-07j), (3.177094395753828549e-06-2.649303452660593069e-07j), (3.141565030863882243e-06-2.888295607152683613e-07j), (3.096151337382836949e-06-3.193775777769233854e-07j), (3.041051897837335568e-06-3.564408177449762568e-07j), (2.976507648057145509e-06-3.998572125013267001e-07j), (2.902800823624074070e-06-4.494369131984661244e-07j), (2.820253725727583174e-06-5.049631204201834836e-07j), (2.729227311823693088e-06-5.661930321902506972e-07j), (2.630119617259868368e-06-6.328589056836856233e-07j), (2.523364014767717166e-06-7.046692279980023538e-07j), (2.409427319434303715e-06-7.813099908649640687e-07j), (2.288807747438548184e-06-8.624460637288405200e-07j), (2.162032737478639121e-06-9.477226591870614851e-07j), (2.029656644416808482e-06-1.036766884385256536e-06j), (1.892258315226567503e-06-1.129189371582827922e-06j), (1.750438557842170134e-06-1.224585980759012312e-06j), (1.604817513978386341e-06-1.322539566814361824e-06j), (1.456031947408572342e-06-1.422621803640126031e-06j), (1.304732459558703869e-06-1.524395057079344892e-06j), (1.151580644592875205e-06-1.627414298589666499e-06j), (9.972461964303605309e-07-1.731229051239928935e-06j), (8.424039803444952984e-07-1.835385359531165016e-06j), (6.877310819485494045e-07-1.939427774428491702e-06j), (5.339038464726157556e-07-2.042901344923860702e-06j), (3.815949212780051350e-07-2.145353607421056463e-06j), (2.314703145414842560e-07-2.246336564243882451e-06j), (8.418648297097447255e-08-2.345408642616008344e-06j), (-5.961253871260308531e-08-2.442136625546369354e-06j), (-1.992979539752970592e-07-2.536097546176841789e-06j), (-3.342589540373776523e-07-2.626880537308695034e-06j), (-4.639053887847213674e-07-2.714088628020311664e-06j), (-5.876703473450975369e-07-2.797340479520022191e-06j), (-7.050126370451737707e-07-2.876272052643615171e-06j), (-8.154191499083784237e-07-2.950538199704978038e-06j), (-9.184071063455211640e-07-3.019814173739107751e-06j), (-1.013526166227107704e-06-3.083797048537961958e-06j), (-1.100360398106133866e-06-3.142207043269690199e-06j), (-1.178530097980483240e-06-3.194788745889027606e-06j), (-1.247693449641912049e-06-3.241312229989178195e-06j), (-1.307548019351357730e-06-3.281574060211494790e-06j), (-1.357832078304732858e-06-3.315398181816536076e-06j), (-1.398325747106385147e-06-3.342636690526649389e-06j), (-1.428851957245755696e-06-3.363170479273745381e-06j), (-1.449277225372918230e-06-3.376909759024199044e-06j), (-1.459512236987309315e-06-3.383794451403451104e-06j), (-1.459512236987309315e-06-3.383794451403451104e-06j), (-1.449277225372918230e-06-3.376909759024199044e-06j), (-1.428851957245755484e-06-3.363170479273745381e-06j), (-1.398325747106385147e-06-3.342636690526649389e-06j), (-1.357832078304732435e-06-3.315398181816536076e-06j), (-1.307548019351358153e-06-3.281574060211494790e-06j), (-1.247693449641911626e-06-3.241312229989178195e-06j), (-1.178530097980483240e-06-3.194788745889027183e-06j), (-1.100360398106133442e-06-3.142207043269690199e-06j), (-1.013526166227107280e-06-3.083797048537961111e-06j), (-9.184071063455214816e-07-3.019814173739107751e-06j), (-8.154191499083786355e-07-2.950538199704978885e-06j), (-7.050126370451744060e-07-2.876272052643616018e-06j), (-5.876703473450964781e-07-2.797340479520021344e-06j), (-4.639053887847198851e-07-2.714088628020310393e-06j), (-3.342589540373783935e-07-2.626880537308695034e-06j), (-1.992979539752966357e-07-2.536097546176841365e-06j), (-5.961253871260213240e-08-2.442136625546368507e-06j), (8.418648297097394315e-08-2.345408642616008767e-06j), (2.314703145414842560e-07-2.246336564243882451e-06j), (3.815949212780057173e-07-2.145353607421056463e-06j), (5.339038464726167086e-07-2.042901344923859855e-06j), (6.877310819485487692e-07-1.939427774428492125e-06j), (8.424039803444947690e-07-1.835385359531165228e-06j), (9.972461964303620132e-07-1.731229051239928088e-06j), (1.151580644592875205e-06-1.627414298589666499e-06j), (1.304732459558704292e-06-1.524395057079344257e-06j), (1.456031947408572130e-06-1.422621803640126454e-06j), (1.604817513978388035e-06-1.322539566814360554e-06j), (1.750438557842169499e-06-1.224585980759012524e-06j), (1.892258315226567291e-06-1.129189371582827922e-06j), (2.029656644416808906e-06-1.036766884385256113e-06j), (2.162032737478639968e-06-9.477226591870608499e-07j), (2.288807747438547760e-06-8.624460637288408377e-07j), (2.409427319434303715e-06-7.813099908649640687e-07j), (2.523364014767718860e-06-7.046692279980015068e-07j), (2.630119617259867944e-06-6.328589056836860468e-07j), (2.729227311823693935e-06-5.661930321902502737e-07j), (2.820253725727582751e-06-5.049631204201838012e-07j), (2.902800823624074917e-06-4.494369131984654362e-07j), (2.976507648057144238e-06-3.998572125013271236e-07j), (3.041051897837335991e-06-3.564408177449759391e-07j), (3.096151337382836949e-06-3.193775777769231736e-07j), (3.141565030863882243e-06-2.888295607152683613e-07j), (3.177094395753828549e-06-2.649303452660593069e-07j), (3.202584071180016920e-06-2.477844366175975138e-07j), (3.217922597277338759e-06-2.374668094658404205e-07j), (3.223042902573866813e-06-2.340225801691302605e-07j)
 (4.222991469732361971e-06-3.256848075710502991e-07j), (4.216319603571611543e-06-3.302319474894651701e-07j), (4.196333179462508081e-06-3.438534837588099465e-07j), (4.163119592952381744e-06-3.664898528668084540e-07j), (4.116824078604261880e-06-3.980420717308945438e-07j), (4.057649074923072627e-06-4.383721705260440522e-07j), (3.985853339143569188e-06-4.873037959917179054e-07j), (3.901750815750785917e-06-5.446229825797972090e-07j), (3.805709263680677453e-06-6.100790880714857109e-07j), (3.698148648203870326e-06-6.833858895719591532e-07j), (3.579539304524384174e-06-7.642228350902593649e-07j), (3.450399881123460900e-06-8.522364452315885835e-07j), (3.311295071841712705e-06-9.470418588727660252e-07j), (3.162833146616641451e-06-1.048224516061996852e-06j), (3.005663291672969592e-06-1.155341970784058344e-06j), (2.840472770796452652e-06-1.267925825664154876e-06j), (2.667983920104211123e-06-1.385483780150455223e-06j), (2.488950989452683415e-06-1.507501783219148575e-06j), (2.304156844294907696e-06-1.633446281188777347e-06j), (2.114409542409088245e-06-1.762766550814731008e-06j), (1.920538800467535722e-06-1.894897107461865515e-06j), (1.723392365896763977e-06-2.029260177824938577e-06j), (1.523832309893693787e-06-2.165268226384263256e-06j), (1.322731257807655703e-06-2.302326524549044256e-06j), (1.120968573371762519e-06-2.439835751254184536e-06j), (9.194265134690500781e-07-2.577194613638813100e-06j), (7.189863702476059638e-07-2.713802476346973756e-06j), (5.205246174542378005e-07-2.849061987953213428e-06j), (3.249090778377895440e-07-2.982381693028377300e-06j), (1.329951283810649245e-07-3.113178618423709860e-06j), (-5.437804004507678905e-08-3.240880822464107415e-06j), (-2.363910922498775304e-07-3.364929895903536701e-06j), (-4.122481314669998087e-07-3.484783403706588648e-06j), (-5.811801796085832541e-07-3.599917256978874853e-06j), (-7.424485398107599013e-07-3.709828004674409730e-06j), (-8.953480265670906424e-07-3.814035035058942443e-06j), (-1.039210049325363214e-06-3.912082677302782877e-06j), (-1.173405536063954194e-06-4.003542194013400312e-06j), (-1.297347684063728664e-06-4.088013655994955135e-06j), (-1.410494525847017094e-06-4.165127691036912759e-06j), (-1.512351299063507738e-06-4.234547099084741976e-06j), (-1.602472609960112656e-06-4.295968326729951516e-06j), (-1.680464380974525813e-06-4.349122794571917381e-06j), (-1.745985573936138022e-06-4.393778071647259318e-06j), (-1.798749681339178188e-06-4.429738891791304810e-06j), (-1.838525979167143911e-06-4.456848007487348472e-06j), (-1.865140535790216008e-06-4.474986877470027130e-06j), (-1.878476972524025612e-06-4.484076185076116379e-06j), (-1.878476972524025612e-06-4.484076185076116379e-06j), (-1.865140535790216008e-06-4.474986877470027130e-06j), (-1.838525979167143488e-06-4.456848007487347625e-06j), (-1.798749681339178188e-06-4.429738891791304810e-06j), (-1.745985573936137598e-06-4.393778071647259318e-06j), (-1.680464380974526236e-06-4.349122794571917381e-06j), (-1.602472609960112233e-06-4.295968326729950669e-06j), (-1.512351299063507738e-06-4.234547099084741129e-06j), (-1.410494525847016671e-06-4.165127691036912759e-06j), (-1.297347684063728029e-06-4.088013655994955135e-06j), (-1.173405536063954829e-06-4.003542194013401159e-06j), (-1.039210049325363849e-06-3.912082677302783724e-06j), (-8.953480265670911718e-07-3.814035035058942866e-06j), (-7.424485398107584190e-07-3.709828004674409306e-06j), (-5.811801796085815600e-07-3.599917256978873582e-06j), (-4.122481314670004440e-07-3.484783403706589071e-06j), (-2.363910922498766833e-07-3.364929895903536277e-06j), (-5.437804004507530675e-08-3.240880822464106991e-06j), (1.329951283810639716e-07-3.113178618423710707e-06j), (3.249090778377895440e-07-2.982381693028377300e-06j), (5.205246174542386475e-07-2.849061987953213005e-06j), (7.189863702476072344e-07-2.713802476346972909e-06j), (9.194265134690492311e-07-2.577194613638813524e-06j), (1.120968573371761884e-06-2.439835751254184960e-06j), (1.322731257807657608e-06-2.302326524549042561e-06j), (1.523832309893693576e-06-2.165268226384263256e-06j), (1.723392365896764401e-06-2.029260177824938153e-06j), (1.920538800467534875e-06-1.894897107461866150e-06j), (2.114409542409090363e-06-1.762766550814729314e-06j), (2.304156844294906849e-06-1.633446281188777771e-06j), (2.488950989452683415e-06-1.507501783219148786e-06j), (2.667983920104211970e-06-1.385483780150454799e-06j), (2.840472770796453499e-06-1.267925825664154029e-06j), (3.005663291672969168e-06-1.155341970784058980e-06j), (3.162833146616641451e-06-1.048224516061996852e-06j), (3.311295071841714400e-06-9.470418588727648606e-07j), (3.450399881123459629e-06-8.522364452315892188e-07j), (3.579539304524385445e-06-7.642228350902587296e-07j), (3.698148648203869479e-06-6.833858895719595767e-07j), (3.805709263680678300e-06-6.100790880714847580e-07j), (3.901750815750784223e-06-5.446229825797978442e-07j), (3.985853339143570035e-06-4.873037959917177996e-07j), (4.057649074923073474e-06-4.383721705260440522e-07j), (4.116824078604261880e-06-3.980420717308945438e-07j), (4.163119592952381744e-06-3.664898528668084540e-07j), (4.196333179462508081e-06-3.438534837588096289e-07j), (4.216319603571611543e-06-3.302319474894651701e-07j), (4.222991469732361971e-06-3.256848075710502991e-07j)
