x,y,z,kx,ky,kz,ex,ey,ez,distance,amp,status,ray_index
30,-10,60,-0.47727272727272735,-0.47727272727272735,-1,1,0,0,0,0.0,0,1
30,-10,60,-0.43388429752066127,-0.47727272727272735,-1,1,0,0,0,0.0,0,2
30,-10,60,-0.39049586776859513,-0.47727272727272735,-1,1,0,0,0,0.0,0,3
30,-10,60,-0.347107438016529,-0.47727272727272735,-1,1,0,0,0,0.0,0,4
30,-10,60,-0.30371900826446285,-0.47727272727272735,-1,1,0,0,0,0.0,0,5
30,-10,60,-0.2603305785123967,-0.47727272727272735,-1,1,0,0,0,0.0,0,6
30,-10,60,-0.21694214876033063,-0.47727272727272735,-1,1,0,0,0,0.0,0,7
30,-10,60,-0.1735537190082645,-0.47727272727272735,-1,1,0,0,0,0.0,0,8
30,-10,60,-0.13016528925619836,-0.47727272727272735,-1,1,0,0,0,0.0,0,9
30,-10,60,-0.08677685950413225,-0.47727272727272735,-1,1,0,0,0,0.0,0,10
30,-10,60,-0.043388429752066124,-0.47727272727272735,-1,1,0,0,0,0.0,0,11
30,-10,60,0.0,-0.47727272727272735,-1,1,0,0,0,0.0,0,12
30,-10,60,0.043388429752066124,-0.47727272727272735,-1,1,0,0,0,0.0,0,13
30,-10,60,0.08677685950413225,-0.47727272727272735,-1,1,0,0,0,0.0,0,14
30,-10,60,0.13016528925619836,-0.47727272727272735,-1,1,0,0,0,0.0,0,15
30,-10,60,0.1735537190082645,-0.47727272727272735,-1,1,0,0,0,0.0,0,16
30,-10,60,0.21694214876033063,-0.47727272727272735,-1,1,0,0,0,0.0,0,17
30,-10,60,0.2603305785123967,-0.47727272727272735,-1,1,0,0,0,0.0,0,18
30,-10,60,0.30371900826446285,-0.47727272727272735,-1,1,0,0,0,0.0,0,19
30,-10,60,0.347107438016529,-0.47727272727272735,-1,1,0,0,0,0.0,0,20
30,-10,60,0.39049586776859513,-0.47727272727272735,-1,1,0,0,0,0.0,0,21
30,-10,60,0.43388429752066127,-0.47727272727272735,-1,1,0,0,0,0.0,0,22
30,-10,60,-0.47727272727272735,-0.43388429752066127,-1,1,0,0,0,0.0,0,23
30,-10,60,-0.43388429752066127,-0.43388429752066127,-1,1,0,0,0,0.0,0,24
30,-10,60,-0.39049586776859513,-0.43388429752066127,-1,1,0,0,0,0.0,0,25
30,-10,60,-0.347107438016529,-0.43388429752066127,-1,1,0,0,0,0.0,0,26
30,-10,60,-0.30371900826446285,-0.43388429752066127,-1,1,0,0,0,0.0,0,27
30,-10,60,-0.2603305785123967,-0.43388429752066127,-1,1,0,0,0,0.0,0,28
30,-10,60,-0.21694214876033063,-0.43388429752066127,-1,1,0,0,0,0.0,0,29
30,-10,60,-0.1735537190082645,-0.43388429752066127,-1,1,0,0,0,0.0,0,30
30,-10,60,-0.13016528925619836,-0.43388429752066127,-1,1,0,0,0,0.0,0,31
30,-10,60,-0.08677685950413225,-0.43388429752066127,-1,1,0,0,0,0.0,0,32
30,-10,60,-0.043388429752066124,-0.43388429752066127,-1,1,0,0,0,0.0,0,33
30,-10,60,0.0,-0.43388429752066127,-1,1,0,0,0,0.0,0,34
30,-10,60,0.043388429752066124,-0.43388429752066127,-1,1,0,0,0,0.0,0,35
30,-10,60,0.08677685950413225,-0.43388429752066127,-1,1,0,0,0,0.0,0,36
30,-10,60,0.13016528925619836,-0.43388429752066127,-1,1,0,0,0,0.0,0,37
30,-10,60,0.1735537190082645,-0.43388429752066127,-1,1,0,0,0,0.0,0,38
30,-10,60,0.21694214876033063,-0.43388429752066127,-1,1,0,0,0,0.0,0,39
30,-10,60,0.2603305785123967,-0.43388429752066127,-1,1,0,0,0,0.0,0,40
30,-10,60,0.30371900826446285,-0.43388429752066127,-1,1,0,0,0,0.0,0,41
30,-10,60,0.347107438016529,-0.43388429752066127,-1,1,0,0,0,0.0,0,42
30,-10,60,0.39049586776859513,-0.43388429752066127,-1,1,0,0,0,0.0,0,43
30,-10,60,0.43388429752066127,-0.43388429752066127,-1,1,0,0,0,0.0,0,44
30,-10,60,-0.47727272727272735,-0.39049586776859513,-1,1,0,0,0,0.0,0,45
30,-10,60,-0.43388429752066127,-0.39049586776859513,-1,1,0,0,0,0.0,0,46
30,-10,60,-0.39049586776859513,-0.39049586776859513,-1,1,0,0,0,0.0,0,47
30,-10,60,-0.347107438016529,-0.39049586776859513,-1,1,0,0,0,0.0,0,48
30,-10,60,-0.30371900826446285,-0.39049586776859513,-1,1,0,0,0,0.0,0,49
30,-10,60,-0.2603305785123967,-0.39049586776859513,-1,1,0,0,0,0.0,0,50
30,-10,60,-0.21694214876033063,-0.39049586776859513,-1,1,0,0,0,0.0,0,51
30,-10,60,-0.1735537190082645,-0.39049586776859513,-1,1,0,0,0,0.0,0,52
30,-10,60,-0.13016528925619836,-0.39049586776859513,-1,1,0,0,0,0.0,0,53
30,-10,60,-0.08677685950413225,-0.39049586776859513,-1,1,0,0,0,0.0,0,54
30,-10,60,-0.043388429752066124,-0.39049586776859513,-1,1,0,0,0,0.0,0,55
30,-10,60,0.0,-0.39049586776859513,-1,1,0,0,0,0.0,0,56
30,-10,60,0.043388429752066124,-0.39049586776859513,-1,1,0,0,0,0.0,0,57
30,-10,60,0.08677685950413225,-0.39049586776859513,-1,1,0,0,0,0.0,0,58
30,-10,60,0.13016528925619836,-0.39049586776859513,-1,1,0,0,0,0.0,0,59
30,-10,60,0.1735537190082645,-0.39049586776859513,-1,1,0,0,0,0.0,0,60
30,-10,60,0.21694214876033063,-0.39049586776859513,-1,1,0,0,0,0.0,0,61
30,-10,60,0.2603305785123967,-0.39049586776859513,-1,1,0,0,0,0.0,0,62
30,-10,60,0.30371900826446285,-0.39049586776859513,-1,1,0,0,0,0.0,0,63
30,-10,60,0.347107438016529,-0.39049586776859513,-1,1,0,0,0,0.0,0,64
30,-10,60,0.39049586776859513,-0.39049586776859513,-1,1,0,0,0,0.0,0,65
30,-10,60,0.43388429752066127,-0.39049586776859513,-1,1,0,0,0,0.0,0,66
30,-10,60,-0.47727272727272735,-0.347107438016529,-1,1,0,0,0,0.0,0,67
30,-10,60,-0.43388429752066127,-0.347107438016529,-1,1,0,0,0,0.0,0,68
30,-10,60,-0.39049586776859513,-0.347107438016529,-1,1,0,0,0,0.0,0,69
30,-10,60,-0.347107438016529,-0.347107438016529,-1,1,0,0,0,0.0,0,70
30,-10,60,-0.30371900826446285,-0.347107438016529,-1,1,0,0,0,0.0,0,71
30,-10,60,-0.2603305785123967,-0.347107438016529,-1,1,0,0,0,0.0,0,72
30,-10,60,-0.21694214876033063,-0.347107438016529,-1,1,0,0,0,0.0,0,73
30,-10,60,-0.1735537190082645,-0.347107438016529,-1,1,0,0,0,0.0,0,74
30,-10,60,-0.13016528925619836,-0.347107438016529,-1,1,0,0,0,0.0,0,75
30,-10,60,-0.08677685950413225,-0.347107438016529,-1,1,0,0,0,0.0,0,76
30,-10,60,-0.043388429752066124,-0.347107438016529,-1,1,0,0,0,0.0,0,77
30,-10,60,0.0,-0.347107438016529,-1,1,0,0,0,0.0,0,78
30,-10,60,0.043388429752066124,-0.347107438016529,-1,1,0,0,0,0.0,0,79
30,-10,60,0.08677685950413225,-0.347107438016529,-1,1,0,0,0,0.0,0,80
30,-10,60,0.13016528925619836,-0.347107438016529,-1,1,0,0,0,0.0,0,81
30,-10,60,0.1735537190082645,-0.347107438016529,-1,1,0,0,0,0.0,0,82
30,-10,60,0.21694214876033063,-0.347107438016529,-1,1,0,0,0,0.0,0,83
30,-10,60,0.2603305785123967,-0.347107438016529,-1,1,0,0,0,0.0,0,84
30,-10,60,0.30371900826446285,-0.347107438016529,-1,1,0,0,0,0.0,0,85
30,-10,60,0.347107438016529,-0.347107438016529,-1,1,0,0,0,0.0,0,86
30,-10,60,0.39049586776859513,-0.347107438016529,-1,1,0,0,0,0.0,0,87
30,-10,60,0.43388429752066127,-0.347107438016529,-1,1,0,0,0,0.0,0,88
30,-10,60,-0.47727272727272735,-0.30371900826446285,-1,1,0,0,0,0.0,0,89
30,-10,60,-0.43388429752066127,-0.30371900826446285,-1,1,0,0,0,0.0,0,90
30,-10,60,-0.39049586776859513,-0.30371900826446285,-1,1,0,0,0,0.0,0,91
30,-10,60,-0.347107438016529,-0.30371900826446285,-1,1,0,0,0,0.0,0,92
30,-10,60,-0.30371900826446285,-0.30371900826446285,-1,1,0,0,0,0.0,0,93
30,-10,60,-0.2603305785123967,-0.30371900826446285,-1,1,0,0,0,0.0,0,94
30,-10,60,-0.21694214876033063,-0.30371900826446285,-1,1,0,0,0,0.0,0,95
30,-10,60,-0.1735537190082645,-0.30371900826446285,-1,1,0,0,0,0.0,0,96
30,-10,60,-0.13016528925619836,-0.30371900826446285,-1,1,0,0,0,0.0,0,97
30,-10,60,-0.08677685950413225,-0.30371900826446285,-1,1,0,0,0,0.0,0,98
30,-10,60,-0.043388429752066124,-0.30371900826446285,-1,1,0,0,0,0.0,0,99
30,-10,60,0.0,-0.30371900826446285,-1,1,0,0,0,0.0,0,100
30,-10,60,0.043388429752066124,-0.30371900826446285,-1,1,0,0,0,0.0,0,101
30,-10,60,0.08677685950413225,-0.30371900826446285,-1,1,0,0,0,0.0,0,102
30,-10,60,0.13016528925619836,-0.30371900826446285,-1,1,0,0,0,0.0,0,103
30,-10,60,0.1735537190082645,-0.30371900826446285,-1,1,0,0,0,0.0,0,104
30,-10,60,0.21694214876033063,-0.30371900826446285,-1,1,0,0,0,0.0,0,105
30,-10,60,0.2603305785123967,-0.30371900826446285,-1,1,0,0,0,0.0,0,106
30,-10,60,0.30371900826446285,-0.30371900826446285,-1,1,0,0,0,0.0,0,107
30,-10,60,0.347107438016529,-0.30371900826446285,-1,1,0,0,0,0.0,0,108
30,-10,60,0.39049586776859513,-0.30371900826446285,-1,1,0,0,0,0.0,0,109
30,-10,60,0.43388429752066127,-0.30371900826446285,-1,1,0,0,0,0.0,0,110
30,-10,60,-0.47727272727272735,-0.2603305785123967,-1,1,0,0,0,0.0,0,111
30,-10,60,-0.43388429752066127,-0.2603305785123967,-1,1,0,0,0,0.0,0,112
30,-10,60,-0.39049586776859513,-0.2603305785123967,-1,1,0,0,0,0.0,0,113
30,-10,60,-0.347107438016529,-0.2603305785123967,-1,1,0,0,0,0.0,0,114
30,-10,60,-0.30371900826446285,-0.2603305785123967,-1,1,0,0,0,0.0,0,115
30,-10,60,-0.2603305785123967,-0.2603305785123967,-1,1,0,0,0,0.0,0,116
30,-10,60,-0.21694214876033063,-0.2603305785123967,-1,1,0,0,0,0.0,0,117
30,-10,60,-0.1735537190082645,-0.2603305785123967,-1,1,0,0,0,0.0,0,118
30,-10,60,-0.13016528925619836,-0.2603305785123967,-1,1,0,0,0,0.0,0,119
30,-10,60,-0.08677685950413225,-0.2603305785123967,-1,1,0,0,0,0.0,0,120
30,-10,60,-0.043388429752066124,-0.2603305785123967,-1,1,0,0,0,0.0,0,121
30,-10,60,0.0,-0.2603305785123967,-1,1,0,0,0,0.0,0,122
30,-10,60,0.043388429752066124,-0.2603305785123967,-1,1,0,0,0,0.0,0,123
30,-10,60,0.08677685950413225,-0.2603305785123967,-1,1,0,0,0,0.0,0,124
30,-10,60,0.13016528925619836,-0.2603305785123967,-1,1,0,0,0,0.0,0,125
30,-10,60,0.1735537190082645,-0.2603305785123967,-1,1,0,0,0,0.0,0,126
30,-10,60,0.21694214876033063,-0.2603305785123967,-1,1,0,0,0,0.0,0,127
30,-10,60,0.2603305785123967,-0.2603305785123967,-1,1,0,0,0,0.0,0,128
30,-10,60,0.30371900826446285,-0.2603305785123967,-1,1,0,0,0,0.0,0,129
30,-10,60,0.347107438016529,-0.2603305785123967,-1,1,0,0,0,0.0,0,130
30,-10,60,0.39049586776859513,-0.2603305785123967,-1,1,0,0,0,0.0,0,131
30,-10,60,0.43388429752066127,-0.2603305785123967,-1,1,0,0,0,0.0,0,132
30,-10,60,-0.47727272727272735,-0.21694214876033063,-1,1,0,0,0,0.0,0,133
30,-10,60,-0.43388429752066127,-0.21694214876033063,-1,1,0,0,0,0.0,0,134
30,-10,60,-0.39049586776859513,-0.21694214876033063,-1,1,0,0,0,0.0,0,135
30,-10,60,-0.347107438016529,-0.21694214876033063,-1,1,0,0,0,0.0,0,136
30,-10,60,-0.30371900826446285,-0.21694214876033063,-1,1,0,0,0,0.0,0,137
30,-10,60,-0.2603305785123967,-0.21694214876033063,-1,1,0,0,0,0.0,0,138
30,-10,60,-0.21694214876033063,-0.21694214876033063,-1,1,0,0,0,0.0,0,139
30,-10,60,-0.1735537190082645,-0.21694214876033063,-1,1,0,0,0,0.0,0,140
30,-10,60,-0.13016528925619836,-0.21694214876033063,-1,1,0,0,0,0.0,0,141
30,-10,60,-0.08677685950413225,-0.21694214876033063,-1,1,0,0,0,0.0,0,142
30,-10,60,-0.043388429752066124,-0.21694214876033063,-1,1,0,0,0,0.0,0,143
30,-10,60,0.0,-0.21694214876033063,-1,1,0,0,0,0.0,0,144
30,-10,60,0.043388429752066124,-0.21694214876033063,-1,1,0,0,0,0.0,0,145
30,-10,60,0.08677685950413225,-0.21694214876033063,-1,1,0,0,0,0.0,0,146
30,-10,60,0.13016528925619836,-0.21694214876033063,-1,1,0,0,0,0.0,0,147
30,-10,60,0.1735537190082645,-0.21694214876033063,-1,1,0,0,0,0.0,0,148
30,-10,60,0.21694214876033063,-0.21694214876033063,-1,1,0,0,0,0.0,0,149
30,-10,60,0.2603305785123967,-0.21694214876033063,-1,1,0,0,0,0.0,0,150
30,-10,60,0.30371900826446285,-0.21694214876033063,-1,1,0,0,0,0.0,0,151
